torneo,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,Valor_Local_USD_M,Valor_Visitante_USD_M,resultado
Campeonato 2015,12,Olimpo,Union,0,0,,,,,,,,,,,,,,,12.97,7.95,E
Campeonato 2015,13,Racing Club,Gimnasia y Esgrima La Plata,2,0,,,,,,,,,,,,,,,29.075,14.3,L
Campeonato 2015,14,Atletico de Rafaela,Quilmes,2,4,,,,,,,,,,,,,,,17.075,16.975,V
Campeonato 2015,15,Estudiantes de La Plata,Aldosivi,2,1,,,,,,,,,,,,,,,37.65,8.725,L
Campeonato 2015,1,Defensa y Justicia,Arsenal de Sarandi,1,0,,,,,,,,,,,,,,,12.05,27.25,L
Campeonato 2015,2,Nueva Chicago,Argentinos Juniors,1,2,,,,,,,,,,,,,,,8.15,12.05,V
Campeonato 2015,3,Independiente,Racing Club,3,0,,,,,,,,,,,,,,,33.525,29.075,L
Campeonato 2015,4,San Martin (San Juan),Godoy Cruz,1,2,,,,,,,,,,,,,,,11.25,21.2,V
Campeonato 2015,5,Huracan,San Lorenzo de Almagro,1,0,,,,,,,,,,,,,,,13.775,39.725,L
Campeonato 2015,6,Olimpo,Sarmiento,1,0,,,,,,,,,,,,,,,12.97,8.975,L
Campeonato 2015,7,Atletico de Rafaela,Belgrano,1,1,,,,,,,,,,,,,,,17.075,13.975,E
Campeonato 2015,8,Tigre,Velez Sarsfield,3,0,,,,,,,,,,,,,,,18.5,28.5,L
Campeonato 2015,9,Rosario Central,Newells,0,0,,,,,,,,,,,,,,,18.35,32.67,E
Campeonato 2015,10,Estudiantes de La Plata,Gimnasia y Esgrima La Plata,1,1,,,,,,,,,,,,,,,37.65,14.3,E
Campeonato 2015,11,Colon,Union,0,0,,,,,,,,,,,,,,,12.125,7.95,E
Campeonato 2015,12,River Plate,Boca Juniors,0,1,,,,,,,,,,,,,,,56.25,80.925,V
Campeonato 2015,13,Lanus,Banfield,0,1,,,,,,,,,,,,,,,30.62,22.925,V
Campeonato 2015,14,Aldosivi,Crucero del Norte,2,0,,,,,,,,,,,,,,,8.725,4.4,L
Campeonato 2015,15,Temperley,Quilmes,0,0,,,,,,,,,,,,,,,5.3,16.975,E
Campeonato 2015,1,Sarmiento,Defensa y Justicia,2,1,,,,,,,,,,,,,,,8.975,12.05,L
Campeonato 2015,2,Aldosivi,Huracan,0,0,,,,,,,,,,,,,,,8.725,13.775,E
Campeonato 2015,3,Godoy Cruz,Rosario Central,1,3,,,,,,,,,,,,,,,21.2,18.35,V
Campeonato 2015,4,Argentinos Juniors,Boca Juniors,1,3,,,,,,,,,,,,,,,12.05,80.925,V
Campeonato 2015,5,Independiente,Nueva Chicago,2,1,,,,,,,,,,,,,,,33.525,8.15,L
Campeonato 2015,6,Gimnasia y Esgrima La Plata,Tigre,1,1,,,,,,,,,,,,,,,14.3,18.5,E
Campeonato 2015,7,Newells,San Martin (San Juan),1,0,,,,,,,,,,,,,,,32.67,11.25,L
Campeonato 2015,8,Velez Sarsfield,Estudiantes de La Plata,0,1,,,,,,,,,,,,,,,28.5,37.65,V
Campeonato 2015,9,Arsenal de Sarandi,Olimpo,2,1,,,,,,,,,,,,,,,27.25,12.97,L
Campeonato 2015,10,Banfield,Crucero del Norte,2,1,,,,,,,,,,,,,,,22.925,4.4,L
Campeonato 2015,11,Union,Temperley,2,1,,,,,,,,,,,,,,,7.95,5.3,L
Campeonato 2015,12,River Plate,Lanus,1,1,,,,,,,,,,,,,,,56.25,30.62,E
Campeonato 2015,13,San Lorenzo de Almagro,Racing Club,2,1,,,,,,,,,,,,,,,39.725,29.075,L
Campeonato 2015,14,Belgrano,Atletico de Rafaela,0,0,,,,,,,,,,,,,,,13.975,17.075,E
Campeonato 2015,15,Quilmes,Colon,1,0,,,,,,,,,,,,,,,16.975,12.125,L
Campeonato 2015,1,Olimpo,Godoy Cruz,1,0,,,,,,,,,,,,,,,12.97,21.2,L
Campeonato 2015,2,Nueva Chicago,Aldosivi,3,1,,,,,,,,,,,,,,,8.15,8.725,L
Campeonato 2015,3,Atletico de Rafaela,Union,2,3,,,,,,,,,,,,,,,17.075,7.95,V
Campeonato 2015,4,Tigre,San Lorenzo de Almagro,1,1,,,,,,,,,,,,,,,18.5,39.725,E
Campeonato 2015,5,Colon,Belgrano,0,1,,,,,,,,,,,,,,,12.125,13.975,V
Campeonato 2015,6,Crucero del Norte,River Plate,0,1,,,,,,,,,,,,,,,4.4,56.25,V
Campeonato 2015,7,Racing Club,Argentinos Juniors,1,0,,,,,,,,,,,,,,,29.075,12.05,L
Campeonato 2015,8,Rosario Central,Gimnasia y Esgrima La Plata,4,0,,,,,,,,,,,,,,,18.35,14.3,L
Campeonato 2015,9,Huracan,Velez Sarsfield,0,0,,,,,,,,,,,,,,,13.775,28.5,E
Campeonato 2015,10,Defensa y Justicia,Quilmes,0,1,,,,,,,,,,,,,,,12.05,16.975,V
Campeonato 2015,11,Boca Juniors,Banfield,3,0,,,,,,,,,,,,,,,80.925,22.925,L
Campeonato 2015,12,San Martin (San Juan),Sarmiento,0,1,,,,,,,,,,,,,,,11.25,8.975,V
Campeonato 2015,13,Lanus,Independiente,1,1,,,,,,,,,,,,,,,30.62,33.525,E
Campeonato 2015,14,Temperley,Arsenal de Sarandi,1,2,,,,,,,,,,,,,,,5.3,27.25,V
Campeonato 2015,15,Estudiantes de La Plata,Newells,0,2,,,,,,,,,,,,,,,37.65,32.67,V
Campeonato 2015,1,Belgrano,Defensa y Justicia,1,0,,,,,,,,,,,,,,,13.975,12.05,L
Campeonato 2015,2,Quilmes,San Martin (San Juan),2,0,,,,,,,,,,,,,,,16.975,11.25,L
Campeonato 2015,3,Arsenal de Sarandi,Atletico de Rafaela,1,1,,,,,,,,,,,,,,,27.25,17.075,E
Campeonato 2015,4,Sarmiento,Estudiantes de La Plata,0,1,,,,,,,,,,,,,,,8.975,37.65,V
Campeonato 2015,5,Argentinos Juniors,Tigre,2,1,,,,,,,,,,,,,,,12.05,18.5,L
Campeonato 2015,6,San Lorenzo de Almagro,Rosario Central,2,2,,,,,,,,,,,,,,,39.725,18.35,E
Campeonato 2015,7,Gimnasia y Esgrima La Plata,Olimpo,2,2,,,,,,,,,,,,,,,14.3,12.97,E
Campeonato 2015,8,Velez Sarsfield,Nueva Chicago,1,2,,,,,,,,,,,,,,,28.5,8.15,V
Campeonato 2015,9,Union,Colon,0,0,,,,,,,,,,,,,,,7.95,12.125,E
Campeonato 2015,10,Godoy Cruz,Temperley,3,0,,,,,,,,,,,,,,,21.2,5.3,L
Campeonato 2015,11,Boca Juniors,Crucero del Norte,1,0,,,,,,,,,,,,,,,80.925,4.4,L
Campeonato 2015,12,Newells,Huracan,2,0,,,,,,,,,,,,,,,32.67,13.775,L
Campeonato 2015,13,Independiente,River Plate,3,0,,,,,,,,,,,,,,,33.525,56.25,L
Campeonato 2015,14,Aldosivi,Lanus,3,1,,,,,,,,,,,,,,,8.725,30.62,L
Campeonato 2015,15,Banfield,Racing Club,0,0,,,,,,,,,,,,,,,22.925,29.075,E
Campeonato 2015,1,Huracan,Sarmiento,3,0,,,,,,,,,,,,,,,13.775,8.975,L
Campeonato 2015,2,Crucero del Norte,Independiente,0,4,,,,,,,,,,,,,,,4.4,33.525,V
Campeonato 2015,3,Nueva Chicago,Newells,5,0,,,,,,,,,,,,,,,8.15,32.67,L
Campeonato 2015,4,Atletico de Rafaela,Godoy Cruz,1,4,,,,,,,,,,,,,,,17.075,21.2,V
Campeonato 2015,5,Colon,Arsenal de Sarandi,3,1,,,,,,,,,,,,,,,12.125,27.25,L
Campeonato 2015,6,San Martin (San Juan),Belgrano,1,1,,,,,,,,,,,,,,,11.25,13.975,E
Campeonato 2015,7,Estudiantes de La Plata,Quilmes,4,1,,,,,,,,,,,,,,,37.65,16.975,L
Campeonato 2015,8,Lanus,Velez Sarsfield,0,1,,,,,,,,,,,,,,,30.62,28.5,V
Campeonato 2015,9,Olimpo,San Lorenzo de Almagro,2,1,,,,,,,,,,,,,,,12.97,39.725,L
Campeonato 2015,10,Rosario Central,Argentinos Juniors,2,0,,,,,,,,,,,,,,,18.35,12.05,L
Campeonato 2015,11,Tigre,Banfield,3,1,,,,,,,,,,,,,,,18.5,22.925,L
Campeonato 2015,12,River Plate,Aldosivi,1,1,,,,,,,,,,,,,,,56.25,8.725,E
Campeonato 2015,13,Racing Club,Boca Juniors,3,1,,,,,,,,,,,,,,,29.075,80.925,L
Campeonato 2015,14,Defensa y Justicia,Union,0,0,,,,,,,,,,,,,,,12.05,7.95,E
Campeonato 2015,15,Temperley,Gimnasia y Esgrima La Plata,1,3,,,,,,,,,,,,,,,5.3,14.3,V
Campeonato 2015,1,Sarmiento,Nueva Chicago,1,2,,,,,,,,,,,,,,,8.975,8.15,V
Campeonato 2015,2,Godoy Cruz,Colon,1,3,,,,,,,,,,,,,,,21.2,12.125,V
Campeonato 2015,3,Belgrano,Estudiantes de La Plata,2,1,,,,,,,,,,,,,,,13.975,37.65,L
Campeonato 2015,4,Gimnasia y Esgrima La Plata,Atletico de Rafaela,1,0,,,,,,,,,,,,,,,14.3,17.075,L
Campeonato 2015,5,Velez Sarsfield,River Plate,0,1,,,,,,,,,,,,,,,28.5,56.25,V
Campeonato 2015,6,Union,San Martin (San Juan),0,0,,,,,,,,,,,,,,,7.95,11.25,E
Campeonato 2015,7,Racing Club,Crucero del Norte,3,0,,,,,,,,,,,,,,,29.075,4.4,L
Campeonato 2015,8,Newells,Lanus,1,1,,,,,,,,,,,,,,,32.67,30.62,E
Campeonato 2015,9,Quilmes,Huracan,2,1,,,,,,,,,,,,,,,16.975,13.775,L
Campeonato 2015,10,San Lorenzo de Almagro,Temperley,2,0,,,,,,,,,,,,,,,39.725,5.3,L
Campeonato 2015,11,Boca Juniors,Tigre,1,0,,,,,,,,,,,,,,,80.925,18.5,L
Campeonato 2015,12,Banfield,Rosario Central,2,1,,,,,,,,,,,,,,,22.925,18.35,L
Campeonato 2015,13,Aldosivi,Independiente,1,0,,,,,,,,,,,,,,,8.725,33.525,L
Campeonato 2015,14,Arsenal de Sarandi,Defensa y Justicia,1,0,,,,,,,,,,,,,,,27.25,12.05,L
Campeonato 2015,15,Argentinos Juniors,Olimpo,0,1,,,,,,,,,,,,,,,12.05,12.97,V
Campeonato 2015,1,Lanus,Sarmiento,2,1,,,,,,,,,,,,,,,30.62,8.975,L
Campeonato 2015,2,Defensa y Justicia,Godoy Cruz,1,1,,,,,,,,,,,,,,,12.05,21.2,E
Campeonato 2015,3,Colon,Gimnasia y Esgrima La Plata,2,1,,,,,,,,,,,,,,,12.125,14.3,L
Campeonato 2015,4,San Martin (San Juan),Arsenal de Sarandi,1,0,,,,,,,,,,,,,,,11.25,27.25,L
Campeonato 2015,5,Estudiantes de La Plata,Union,2,0,,,,,,,,,,,,,,,37.65,7.95,L
Campeonato 2015,6,Olimpo,Banfield,1,2,,,,,,,,,,,,,,,12.97,22.925,V
Campeonato 2015,7,River Plate,Newells,0,2,,,,,,,,,,,,,,,56.25,32.67,V
Campeonato 2015,8,Tigre,Racing Club,0,0,,,,,,,,,,,,,,,18.5,29.075,E
Campeonato 2015,9,Atletico de Rafaela,San Lorenzo de Almagro,0,1,,,,,,,,,,,,,,,17.075,39.725,V
Campeonato 2015,10,Rosario Central,Boca Juniors,3,1,,,,,,,,,,,,,,,18.35,80.925,L
Campeonato 2015,11,Independiente,Velez Sarsfield,1,0,,,,,,,,,,,,,,,33.525,28.5,L
Campeonato 2015,12,Huracan,Belgrano,1,1,,,,,,,,,,,,,,,13.775,13.975,E
Campeonato 2015,13,Temperley,Argentinos Juniors,0,0,,,,,,,,,,,,,,,5.3,12.05,E
Campeonato 2015,14,Nueva Chicago,Quilmes,2,1,,,,,,,,,,,,,,,8.15,16.975,L
Campeonato 2015,15,Crucero del Norte,Aldosivi,0,2,,,,,,,,,,,,,,,4.4,8.725,V
Transicion 2016,1,Banfield,Gimnasia y Esgrima La Plata,2,0,,,,,,,,,,,,,,,19.7,24.7,L
Transicion 2016,2,Huracan,Atletico de Rafaela,0,1,,,,,,,,,,,,,,,25.275,12.675,V
Transicion 2016,3,Rosario Central,Godoy Cruz,1,0,,,,,,,,,,,,,,,46.425,19.225,L
Transicion 2016,4,Aldosivi,Olimpo,3,0,,,,,,,,,,,,,,,8.3,11.35,L
Transicion 2016,5,Argentinos Juniors,Tigre,1,1,,,,,,,,,,,,,,,16.55,24.3,E
Transicion 2016,6,Patronato,San Lorenzo de Almagro,2,2,,,,,,,,,,,,,,,8.4,50.65,E
Transicion 2016,7,San Martin (San Juan),Newells,2,1,,,,,,,,,,,,,,,12.85,23.05,L
Transicion 2016,8,Temperley,Boca Juniors,0,0,,,,,,,,,,,,,,,10.72,96.15,E
Transicion 2016,9,Defensa y Justicia,Union,2,2,,,,,,,,,,,,,,,16.55,15.125,E
Transicion 2016,10,Independiente,Belgrano,1,0,,,,,,,,,,,,,,,60.7,30.125,L
Transicion 2016,11,Colon,Arsenal de Sarandi,2,1,,,,,,,,,,,,,,,16.125,23.975,L
Transicion 2016,12,Atl Tucuman,Racing Club,2,1,,,,,,,,,,,,,,,12.05,46.95,L
Transicion 2016,13,Estudiantes de La Plata,Lanus,0,1,,,,,,,,,,,,,,,25.6,34.1,V
Transicion 2016,14,River Plate,Quilmes,5,1,,,,,,,,,,,,,,,105.575,14.475,L
Transicion 2016,15,Sarmiento,Velez Sarsfield,1,0,,,,,,,,,,,,,,,8.165,16.775,L
Transicion 2016,1,Union,Temperley,3,0,,,,,,,,,,,,,,,15.125,10.72,L
Transicion 2016,2,Arsenal de Sarandi,Banfield,3,1,,,,,,,,,,,,,,,23.975,19.7,L
Transicion 2016,3,Quilmes,Colon,2,4,,,,,,,,,,,,,,,14.475,16.125,V
Transicion 2016,4,Godoy Cruz,Independiente,1,1,,,,,,,,,,,,,,,19.225,60.7,E
Transicion 2016,5,Atletico de Rafaela,Estudiantes de La Plata,0,1,,,,,,,,,,,,,,,12.675,25.6,V
Transicion 2016,6,San Lorenzo de Almagro,Sarmiento,2,1,,,,,,,,,,,,,,,50.65,8.165,L
Transicion 2016,7,Aldosivi,Argentinos Juniors,3,2,,,,,,,,,,,,,,,8.3,16.55,L
Transicion 2016,8,Velez Sarsfield,Olimpo,2,1,,,,,,,,,,,,,,,16.775,11.35,L
Transicion 2016,9,Racing Club,San Martin (San Juan),2,2,,,,,,,,,,,,,,,46.95,12.85,E
Transicion 2016,10,Lanus,Defensa y Justicia,2,1,,,,,,,,,,,,,,,34.1,16.55,L
Transicion 2016,11,Rosario Central,Newells,2,0,,,,,,,,,,,,,,,46.425,23.05,L
Transicion 2016,12,Gimnasia y Esgrima La Plata,Patronato,3,2,,,,,,,,,,,,,,,24.7,8.4,L
Transicion 2016,13,Boca Juniors,Atl Tucuman,0,1,,,,,,,,,,,,,,,96.15,12.05,V
Transicion 2016,14,Belgrano,River Plate,3,2,,,,,,,,,,,,,,,30.125,105.575,L
Transicion 2016,15,Tigre,Huracan,1,2,,,,,,,,,,,,,,,24.3,25.275,V
Transicion 2016,1,Banfield,Quilmes,1,1,,,,,,,,,,,,,,,19.7,14.475,E
Transicion 2016,2,Olimpo,San Lorenzo de Almagro,0,2,,,,,,,,,,,,,,,11.35,50.65,V
Transicion 2016,3,Argentinos Juniors,Velez Sarsfield,0,3,,,,,,,,,,,,,,,16.55,16.775,V
Transicion 2016,4,Newells,Racing Club,5,0,,,,,,,,,,,,,,,23.05,46.95,L
Transicion 2016,5,Defensa y Justicia,Atletico de Rafaela,4,1,,,,,,,,,,,,,,,16.55,12.675,L
Transicion 2016,6,Independiente,Rosario Central,0,2,,,,,,,,,,,,,,,60.7,46.425,V
Transicion 2016,7,Patronato,Arsenal de Sarandi,0,0,,,,,,,,,,,,,,,8.4,23.975,E
Transicion 2016,8,San Martin (San Juan),Boca Juniors,0,1,,,,,,,,,,,,,,,12.85,96.15,V
Transicion 2016,9,Sarmiento,Gimnasia y Esgrima La Plata,1,3,,,,,,,,,,,,,,,8.165,24.7,V
Transicion 2016,10,Estudiantes de La Plata,Tigre,1,1,,,,,,,,,,,,,,,25.6,24.3,E
Transicion 2016,11,Colon,Belgrano,3,0,,,,,,,,,,,,,,,16.125,30.125,L
Transicion 2016,12,Temperley,Lanus,0,1,,,,,,,,,,,,,,,10.72,34.1,V
Transicion 2016,13,Atl Tucuman,Union,2,0,,,,,,,,,,,,,,,12.05,15.125,L
Transicion 2016,14,River Plate,Godoy Cruz,1,2,,,,,,,,,,,,,,,105.575,19.225,V
Transicion 2016,15,Huracan,Aldosivi,2,0,,,,,,,,,,,,,,,25.275,8.3,L
Transicion 2016,1,San Lorenzo de Almagro,Velez Sarsfield,3,2,,,,,,,,,,,,,,,50.65,16.775,L
Transicion 2016,2,Gimnasia y Esgrima La Plata,Olimpo,1,0,,,,,,,,,,,,,,,24.7,11.35,L
Transicion 2016,3,Boca Juniors,Newells,4,1,,,,,,,,,,,,,,,96.15,23.05,L
Transicion 2016,4,Belgrano,Banfield,0,0,,,,,,,,,,,,,,,30.125,19.7,E
Transicion 2016,5,Tigre,Defensa y Justicia,0,2,,,,,,,,,,,,,,,24.3,16.55,V
Transicion 2016,6,Godoy Cruz,Colon,4,1,,,,,,,,,,,,,,,19.225,16.125,L
Transicion 2016,7,Independiente,Racing Club,1,1,,,,,,,,,,,,,,,60.7,46.95,E
Transicion 2016,8,Rosario Central,River Plate,3,3,,,,,,,,,,,,,,,46.425,105.575,E
Transicion 2016,9,Quilmes,Patronato,2,2,,,,,,,,,,,,,,,14.475,8.4,E
Transicion 2016,10,Arsenal de Sarandi,Sarmiento,2,0,,,,,,,,,,,,,,,23.975,8.165,L
Transicion 2016,11,Union,San Martin (San Juan),1,1,,,,,,,,,,,,,,,15.125,12.85,E
Transicion 2016,12,Atletico de Rafaela,Temperley,0,2,,,,,,,,,,,,,,,12.675,10.72,V
Transicion 2016,13,Aldosivi,Estudiantes de La Plata,1,2,,,,,,,,,,,,,,,8.3,25.6,V
Transicion 2016,14,Lanus,Atl Tucuman,1,0,,,,,,,,,,,,,,,34.1,12.05,L
Transicion 2016,15,Argentinos Juniors,Huracan,0,0,,,,,,,,,,,,,,,16.55,25.275,E
Transicion 2016,1,Newells,Union,1,1,,,,,,,,,,,,,,,23.05,15.125,E
Transicion 2016,2,Banfield,Godoy Cruz,2,3,,,,,,,,,,,,,,,19.7,19.225,V
Transicion 2016,3,Estudiantes de La Plata,Argentinos Juniors,4,1,,,,,,,,,,,,,,,25.6,16.55,L
Transicion 2016,4,Sarmiento,Quilmes,2,2,,,,,,,,,,,,,,,8.165,14.475,E
Transicion 2016,5,Huracan,San Lorenzo de Almagro,1,1,,,,,,,,,,,,,,,25.275,50.65,E
Transicion 2016,6,Defensa y Justicia,Aldosivi,4,0,,,,,,,,,,,,,,,16.55,8.3,L
Transicion 2016,7,Patronato,Belgrano,2,1,,,,,,,,,,,,,,,8.4,30.125,L
Transicion 2016,8,Colon,Rosario Central,0,3,,,,,,,,,,,,,,,16.125,46.425,V
Transicion 2016,9,Atl Tucuman,Atletico de Rafaela,3,0,,,,,,,,,,,,,,,12.05,12.675,L
Transicion 2016,10,Olimpo,Arsenal de Sarandi,2,1,,,,,,,,,,,,,,,11.35,23.975,L
Transicion 2016,11,Racing Club,Boca Juniors,1,0,,,,,,,,,,,,,,,46.95,96.15,L
Transicion 2016,12,San Martin (San Juan),Lanus,2,2,,,,,,,,,,,,,,,12.85,34.1,E
Transicion 2016,13,Velez Sarsfield,Gimnasia y Esgrima La Plata,2,1,,,,,,,,,,,,,,,16.775,24.7,L
Transicion 2016,14,Temperley,Tigre,2,0,,,,,,,,,,,,,,,10.72,24.3,L
Transicion 2016,15,River Plate,Independiente,1,0,,,,,,,,,,,,,,,105.575,60.7,L
Transicion 2016,1,Quilmes,Olimpo,1,1,,,,,,,,,,,,,,,14.475,11.35,E
Transicion 2016,2,Argentinos Juniors,Defensa y Justicia,1,5,,,,,,,,,,,,,,,16.55,16.55,V
Transicion 2016,3,Arsenal de Sarandi,Velez Sarsfield,1,0,,,,,,,,,,,,,,,23.975,16.775,L
Transicion 2016,4,Lanus,Newells,3,0,,,,,,,,,,,,,,,34.1,23.05,L
Transicion 2016,5,Huracan,Estudiantes de La Plata,1,0,,,,,,,,,,,,,,,25.275,25.6,L
Transicion 2016,6,Atletico de Rafaela,San Martin (San Juan),1,2,,,,,,,,,,,,,,,12.675,12.85,V
Transicion 2016,7,Gimnasia y Esgrima La Plata,San Lorenzo de Almagro,0,0,,,,,,,,,,,,,,,24.7,50.65,E
Transicion 2016,8,Belgrano,Sarmiento,3,0,,,,,,,,,,,,,,,30.125,8.165,L
Transicion 2016,9,Independiente,Colon,4,1,,,,,,,,,,,,,,,60.7,16.125,L
Transicion 2016,10,River Plate,Boca Juniors,0,0,,,,,,,,,,,,,,,105.575,96.15,E
Transicion 2016,11,Rosario Central,Banfield,2,2,,,,,,,,,,,,,,,46.425,19.7,E
Transicion 2016,12,Aldosivi,Temperley,1,1,,,,,,,,,,,,,,,8.3,10.72,E
Transicion 2016,13,Union,Racing Club,3,6,,,,,,,,,,,,,,,15.125,46.95,V
Transicion 2016,14,Tigre,Atl Tucuman,5,0,,,,,,,,,,,,,,,24.3,12.05,L
Transicion 2016,15,Godoy Cruz,Patronato,3,1,,,,,,,,,,,,,,,19.225,8.4,L
Transicion 2016,1,Racing Club,Lanus,2,1,,,,,,,,,,,,,,,46.95,34.1,L
Transicion 2016,2,Newells,Atletico de Rafaela,1,1,,,,,,,,,,,,,,,23.05,12.675,E
Transicion 2016,3,Olimpo,Belgrano,2,0,,,,,,,,,,,,,,,11.35,30.125,L
Transicion 2016,4,Defensa y Justicia,Huracan,0,2,,,,,,,,,,,,,,,16.55,25.275,V
Transicion 2016,5,Banfield,Independiente,1,3,,,,,,,,,,,,,,,19.7,60.7,V
Transicion 2016,6,San Martin (San Juan),Tigre,1,0,,,,,,,,,,,,,,,12.85,24.3,L
Transicion 2016,7,San Lorenzo de Almagro,Arsenal de Sarandi,0,2,,,,,,,,,,,,,,,50.65,23.975,V
Transicion 2016,8,Temperley,Argentinos Juniors,0,0,,,,,,,,,,,,,,,10.72,16.55,E
Transicion 2016,9,Patronato,Rosario Central,1,0,,,,,,,,,,,,,,,8.4,46.425,L
Transicion 2016,10,Estudiantes de La Plata,Gimnasia y Esgrima La Plata,3,0,,,,,,,,,,,,,,,25.6,24.7,L
Transicion 2016,11,Colon,River Plate,4,1,,,,,,,,,,,,,,,16.125,105.575,L
Transicion 2016,12,Atl Tucuman,Aldosivi,1,1,,,,,,,,,,,,,,,12.05,8.3,E
Transicion 2016,13,Sarmiento,Godoy Cruz,0,0,,,,,,,,,,,,,,,8.165,19.225,E
Transicion 2016,14,Boca Juniors,Union,2,1,,,,,,,,,,,,,,,96.15,15.125,L
Transicion 2016,15,Velez Sarsfield,Quilmes,1,2,,,,,,,,,,,,,,,16.775,14.475,V
Transicion 2016,1,Arsenal de Sarandi,Gimnasia y Esgrima La Plata,0,1,,,,,,,,,,,,,,,23.975,24.7,V
Transicion 2016,2,Aldosivi,San Martin (San Juan),2,2,,,,,,,,,,,,,,,8.3,12.85,E
Transicion 2016,3,Estudiantes de La Plata,Defensa y Justicia,2,1,,,,,,,,,,,,,,,25.6,16.55,L
Transicion 2016,4,Belgrano,Velez Sarsfield,2,3,,,,,,,,,,,,,,,30.125,16.775,V
Transicion 2016,5,Colon,Union,0,3,,,,,,,,,,,,,,,16.125,15.125,V
Transicion 2016,6,Argentinos Juniors,Atl Tucuman,0,3,,,,,,,,,,,,,,,16.55,12.05,V
Transicion 2016,7,Godoy Cruz,Olimpo,1,0,,,,,,,,,,,,,,,19.225,11.35,L
Transicion 2016,8,Independiente,Patronato,2,1,,,,,,,,,,,,,,,60.7,8.4,L
Transicion 2016,9,Quilmes,San Lorenzo de Almagro,3,0,,,,,,,,,,,,,,,14.475,50.65,L
Transicion 2016,10,River Plate,Banfield,1,1,,,,,,,,,,,,,,,105.575,19.7,E
Transicion 2016,11,Huracan,Temperley,4,2,,,,,,,,,,,,,,,25.275,10.72,L
Transicion 2016,12,Lanus,Boca Juniors,2,0,,,,,,,,,,,,,,,34.1,96.15,L
Transicion 2016,13,Rosario Central,Sarmiento,1,0,,,,,,,,,,,,,,,46.425,8.165,L
Transicion 2016,14,Atletico de Rafaela,Racing Club,3,6,,,,,,,,,,,,,,,12.675,46.95,V
Transicion 2016,15,Tigre,Newells,3,3,,,,,,,,,,,,,,,24.3,23.05,E
Transicion 2016,1,Atl Tucuman,Huracan,2,1,,,,,,,,,,,,,,,12.05,25.275,L
Transicion 2016,2,Temperley,Estudiantes de La Plata,1,3,,,,,,,,,,,,,,,10.72,25.6,V
