torneo,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,Valor_Local_USD_M,Valor_Visitante_USD_M,resultado
Campeonato 2022,13,Arsenal de Sarandi,Rosario Central,0,3,38.0,5.0,8.0,7.0,5.0,62.0,6.0,16.0,12.0,6.0,0.0,1.0,1.0,0.0,11.875,23.9,V
Campeonato 2022,14,Barracas Central,Patronato,2,1,47.0,4.0,8.0,10.0,4.0,53.0,7.0,16.0,19.0,8.0,3.0,3.0,0.0,1.0,7.025,9.5,L
Campeonato 2022,1,Godoy Cruz,Velez Sarsfield,1,1,42.0,5.0,15.0,8.0,2.0,58.0,1.0,6.0,16.0,5.0,2.0,3.0,0.0,0.0,25.2,50.96,E
Campeonato 2022,2,Argentinos Juniors,San Lorenzo de Almagro,0,1,65.0,0.0,7.0,12.0,4.0,35.0,5.0,11.0,16.0,3.0,0.0,2.0,0.0,0.0,29.35,30.95,V
Campeonato 2022,3,Estudiantes de La Plata,Banfield,0,0,48.0,7.0,14.0,9.0,7.0,52.0,3.0,10.0,14.0,2.0,2.0,4.0,0.0,0.0,44.7,29.85,E
Campeonato 2022,4,Huracan,Gimnasia y Esgrima La Plata,0,1,67.0,1.0,14.0,10.0,2.0,33.0,1.0,8.0,12.0,4.0,3.0,6.0,0.0,0.0,24.75,18.025,V
Campeonato 2022,5,Atl Tucuman,Newells,2,0,36.0,3.0,12.0,19.0,4.0,64.0,2.0,9.0,10.0,3.0,3.0,3.0,0.0,0.0,15.825,32.275,L
Campeonato 2022,6,Platense,Barracas Central,0,0,55.0,5.0,18.0,16.0,6.0,45.0,2.0,5.0,11.0,1.0,2.0,2.0,0.0,0.0,14.45,7.025,E
Campeonato 2022,7,Lanus,Aldosivi,0,1,57.0,6.0,19.0,9.0,8.0,43.0,3.0,11.0,16.0,2.0,3.0,5.0,0.0,0.0,47.775,11.825,V
Campeonato 2022,8,Racing Club,Tigre,3,3,58.0,7.0,13.0,13.0,3.0,42.0,5.0,16.0,11.0,5.0,4.0,2.0,0.0,0.0,62.375,19.85,E
Campeonato 2022,9,Patronato,Boca Juniors,3,0,39.0,8.0,12.0,22.0,3.0,61.0,8.0,18.0,6.0,5.0,2.0,1.0,0.0,0.0,9.5,108.145,L
Campeonato 2022,10,River Plate,Sarmiento,1,2,82.0,4.0,28.0,15.0,6.0,18.0,3.0,5.0,10.0,4.0,1.0,3.0,0.0,0.0,142.6,12.075,V
Campeonato 2022,11,Defensa y Justicia,Arsenal de Sarandi,0,0,66.0,2.0,14.0,6.0,5.0,34.0,2.0,15.0,11.0,5.0,0.0,2.0,0.0,0.0,40.2,11.875,E
Campeonato 2022,12,Rosario Central,Central Cordoba,0,3,70.0,3.0,13.0,12.0,6.0,30.0,5.0,10.0,15.0,3.0,3.0,5.0,0.0,0.0,23.9,10.725,V
Campeonato 2022,13,Colon,Independiente,0,3,58.0,2.0,18.0,6.0,5.0,42.0,5.0,14.0,11.0,5.0,1.0,0.0,0.0,0.0,43.575,37.525,V
Campeonato 2022,14,Talleres,Union,2,2,55.0,4.0,14.0,9.0,7.0,45.0,3.0,12.0,16.0,9.0,0.0,4.0,0.0,0.0,50.15,19.525,E
Campeonato 2022,1,Gimnasia y Esgrima La Plata,Godoy Cruz,2,0,44.0,4.0,16.0,5.0,4.0,56.0,3.0,12.0,10.0,11.0,0.0,3.0,0.0,0.0,18.025,25.2,L
Campeonato 2022,2,Banfield,Patronato,0,0,57.0,6.0,17.0,15.0,5.0,43.0,2.0,9.0,13.0,1.0,2.0,4.0,0.0,1.0,29.85,9.5,E
Campeonato 2022,3,Sarmiento,Lanus,2,1,42.0,4.0,11.0,13.0,5.0,58.0,2.0,7.0,8.0,2.0,1.0,1.0,0.0,1.0,12.075,47.775,L
Campeonato 2022,4,Arsenal de Sarandi,Atl Tucuman,3,1,40.0,4.0,17.0,12.0,3.0,60.0,1.0,18.0,8.0,10.0,3.0,4.0,0.0,1.0,11.875,15.825,L
Campeonato 2022,5,Barracas Central,Racing Club,0,0,41.0,5.0,10.0,15.0,12.0,59.0,3.0,9.0,10.0,5.0,3.0,1.0,0.0,0.0,7.025,62.375,E
Campeonato 2022,6,Union,Velez Sarsfield,2,1,50.0,4.0,11.0,11.0,3.0,50.0,4.0,14.0,13.0,2.0,4.0,7.0,0.0,0.0,19.525,50.96,L
Campeonato 2022,7,Talleres,Argentinos Juniors,2,0,44.0,3.0,12.0,12.0,4.0,56.0,3.0,8.0,9.0,5.0,5.0,3.0,0.0,0.0,50.15,29.35,L
Campeonato 2022,8,Boca Juniors,Platense,2,1,56.0,6.0,20.0,16.0,9.0,44.0,1.0,8.0,19.0,1.0,4.0,6.0,0.0,1.0,108.145,14.45,L
Campeonato 2022,9,Aldosivi,Huracan,0,1,47.0,1.0,4.0,15.0,1.0,53.0,4.0,9.0,8.0,6.0,3.0,2.0,1.0,0.0,11.825,24.75,V
Campeonato 2022,10,San Lorenzo de Almagro,Estudiantes de La Plata,0,0,53.0,3.0,18.0,9.0,8.0,47.0,1.0,8.0,14.0,4.0,3.0,5.0,0.0,0.0,30.95,44.7,E
Campeonato 2022,11,Independiente,River Plate,0,1,33.0,3.0,11.0,8.0,2.0,67.0,4.0,19.0,8.0,6.0,1.0,2.0,0.0,0.0,37.525,142.6,V
Campeonato 2022,12,Newells,Colon,0,0,49.0,2.0,14.0,8.0,2.0,51.0,0.0,6.0,16.0,1.0,2.0,3.0,0.0,0.0,32.275,43.575,E
Campeonato 2022,13,Central Cordoba,Defensa y Justicia,1,0,41.0,1.0,7.0,11.0,4.0,59.0,4.0,12.0,8.0,9.0,3.0,0.0,0.0,0.0,10.725,40.2,L
Campeonato 2022,14,Tigre,Rosario Central,3,1,53.0,5.0,10.0,7.0,4.0,47.0,3.0,11.0,10.0,2.0,1.0,3.0,0.0,0.0,19.85,23.9,L
Campeonato 2022,1,Godoy Cruz,Aldosivi,2,0,41.0,4.0,14.0,12.0,4.0,59.0,0.0,9.0,10.0,6.0,3.0,2.0,0.0,0.0,25.2,11.825,L
Campeonato 2022,2,Atl Tucuman,Central Cordoba,1,0,49.0,4.0,17.0,7.0,7.0,51.0,3.0,9.0,8.0,4.0,2.0,2.0,0.0,0.0,15.825,10.725,L
Campeonato 2022,3,Colon,Arsenal de Sarandi,1,1,56.0,4.0,15.0,11.0,4.0,44.0,4.0,9.0,12.0,7.0,3.0,2.0,0.0,0.0,43.575,11.875,E
Campeonato 2022,4,Huracan,Sarmiento,4,1,69.0,5.0,13.0,13.0,4.0,31.0,1.0,4.0,13.0,1.0,1.0,5.0,0.0,0.0,24.75,12.075,L
Campeonato 2022,5,Platense,Banfield,3,1,42.0,5.0,16.0,11.0,6.0,58.0,1.0,7.0,13.0,4.0,2.0,4.0,1.0,0.0,14.45,29.85,L
Campeonato 2022,6,Patronato,San Lorenzo de Almagro,3,2,59.0,5.0,11.0,13.0,3.0,41.0,3.0,14.0,10.0,4.0,1.0,3.0,0.0,0.0,9.5,30.95,L
Campeonato 2022,7,Defensa y Justicia,Tigre,0,0,55.0,5.0,13.0,8.0,2.0,45.0,4.0,14.0,5.0,3.0,3.0,1.0,0.0,0.0,40.2,19.85,E
Campeonato 2022,8,Rosario Central,Barracas Central,3,1,39.0,4.0,10.0,13.0,2.0,61.0,2.0,4.0,7.0,4.0,2.0,2.0,1.0,0.0,23.9,7.025,L
Campeonato 2022,9,Lanus,Independiente,1,1,33.0,3.0,10.0,17.0,3.0,67.0,2.0,7.0,15.0,5.0,5.0,2.0,0.0,0.0,47.775,37.525,E
Campeonato 2022,10,River Plate,Newells,4,1,60.0,7.0,15.0,9.0,7.0,40.0,2.0,15.0,26.0,5.0,1.0,4.0,0.0,0.0,142.6,32.275,L
Campeonato 2022,11,Velez Sarsfield,Gimnasia y Esgrima La Plata,1,1,67.0,6.0,16.0,12.0,7.0,33.0,7.0,13.0,5.0,5.0,5.0,1.0,0.0,0.0,50.96,18.025,E
Campeonato 2022,12,Estudiantes de La Plata,Talleres,1,0,56.0,2.0,8.0,14.0,1.0,44.0,3.0,18.0,16.0,7.0,4.0,0.0,0.0,0.0,44.7,50.15,L
Campeonato 2022,13,Argentinos Juniors,Union,2,0,55.0,5.0,14.0,18.0,3.0,45.0,3.0,7.0,8.0,2.0,4.0,3.0,0.0,0.0,29.35,19.525,L
Campeonato 2022,14,Racing Club,Boca Juniors,0,0,66.0,6.0,18.0,16.0,9.0,34.0,7.0,14.0,12.0,5.0,5.0,2.0,0.0,0.0,62.375,108.145,E
Campeonato 2022,1,Sarmiento,Godoy Cruz,1,2,41.0,4.0,15.0,10.0,8.0,59.0,6.0,16.0,8.0,7.0,3.0,2.0,0.0,0.0,12.075,25.2,V
Campeonato 2022,2,Central Cordoba,Colon,3,0,54.0,5.0,10.0,12.0,3.0,46.0,2.0,16.0,10.0,8.0,1.0,0.0,0.0,0.0,10.725,43.575,L
Campeonato 2022,3,San Lorenzo de Almagro,Platense,2,0,47.0,3.0,9.0,19.0,6.0,53.0,1.0,5.0,13.0,4.0,1.0,2.0,0.0,0.0,30.95,14.45,L
Campeonato 2022,4,Independiente,Huracan,1,1,46.0,3.0,7.0,13.0,3.0,54.0,6.0,17.0,9.0,7.0,2.0,3.0,1.0,0.0,37.525,24.75,E
Campeonato 2022,5,Tigre,Atl Tucuman,0,0,59.0,3.0,7.0,11.0,5.0,41.0,5.0,10.0,6.0,5.0,3.0,3.0,0.0,0.0,19.85,15.825,E
Campeonato 2022,6,Newells,Lanus,2,0,37.0,2.0,9.0,12.0,5.0,63.0,4.0,8.0,10.0,4.0,2.0,3.0,1.0,0.0,32.275,47.775,L
Campeonato 2022,7,Arsenal de Sarandi,River Plate,0,0,36.0,2.0,12.0,14.0,5.0,64.0,1.0,12.0,9.0,5.0,0.0,2.0,0.0,0.0,11.875,142.6,E
Campeonato 2022,8,Boca Juniors,Rosario Central,0,0,66.0,3.0,11.0,7.0,4.0,34.0,3.0,9.0,13.0,8.0,3.0,1.0,0.0,0.0,108.145,23.9,E
Campeonato 2022,9,Barracas Central,Defensa y Justicia,3,1,42.0,10.0,12.0,11.0,8.0,58.0,4.0,14.0,12.0,9.0,0.0,3.0,0.0,1.0,7.025,40.2,L
Campeonato 2022,10,Aldosivi,Velez Sarsfield,3,2,50.0,7.0,13.0,17.0,5.0,50.0,8.0,15.0,5.0,4.0,2.0,2.0,0.0,1.0,11.825,50.96,L
Campeonato 2022,11,Talleres,Patronato,3,3,55.0,6.0,15.0,6.0,7.0,45.0,6.0,12.0,16.0,7.0,2.0,3.0,0.0,0.0,50.15,9.5,E
Campeonato 2022,12,Union,Gimnasia y Esgrima La Plata,0,2,60.0,2.0,9.0,18.0,12.0,40.0,8.0,14.0,17.0,1.0,5.0,3.0,0.0,0.0,19.525,18.025,V
Campeonato 2022,13,Argentinos Juniors,Estudiantes de La Plata,1,0,53.0,3.0,17.0,12.0,7.0,47.0,1.0,10.0,8.0,1.0,1.0,1.0,0.0,0.0,29.35,44.7,L
Campeonato 2022,14,Banfield,Racing Club,0,2,50.0,8.0,18.0,13.0,2.0,50.0,6.0,11.0,14.0,4.0,5.0,1.0,0.0,0.0,29.85,62.375,V
Campeonato 2022,1,Colon,Tigre,2,1,34.0,5.0,12.0,15.0,4.0,66.0,9.0,18.0,6.0,8.0,1.0,0.0,0.0,0.0,43.575,19.85,L
Campeonato 2022,2,Huracan,Newells,1,0,51.0,4.0,13.0,10.0,5.0,49.0,4.0,18.0,14.0,2.0,4.0,2.0,1.0,0.0,24.75,32.275,L
Campeonato 2022,3,Lanus,Arsenal de Sarandi,1,0,54.0,4.0,13.0,17.0,4.0,46.0,2.0,4.0,12.0,2.0,3.0,2.0,0.0,0.0,47.775,11.875,L
Campeonato 2022,4,Godoy Cruz,Independiente,1,1,39.0,5.0,11.0,9.0,5.0,61.0,2.0,12.0,9.0,5.0,4.0,1.0,1.0,0.0,25.2,37.525,E
Campeonato 2022,5,River Plate,Central Cordoba,3,0,59.0,4.0,15.0,11.0,9.0,41.0,4.0,9.0,6.0,3.0,2.0,0.0,0.0,0.0,142.6,10.725,L
Campeonato 2022,6,Defensa y Justicia,Boca Juniors,0,1,52.0,2.0,15.0,6.0,5.0,48.0,2.0,6.0,11.0,4.0,1.0,2.0,0.0,0.0,40.2,108.145,V
Campeonato 2022,7,Estudiantes de La Plata,Union,1,0,60.0,6.0,11.0,9.0,2.0,40.0,1.0,12.0,16.0,1.0,2.0,4.0,0.0,0.0,44.7,19.525,L
Campeonato 2022,8,Rosario Central,Banfield,0,1,55.0,3.0,13.0,15.0,7.0,45.0,1.0,4.0,11.0,3.0,4.0,2.0,0.0,1.0,23.9,29.85,V
Campeonato 2022,9,Racing Club,San Lorenzo de Almagro,1,2,64.0,1.0,6.0,8.0,1.0,36.0,6.0,10.0,12.0,3.0,3.0,2.0,2.0,0.0,62.375,30.95,V
Campeonato 2022,10,Platense,Talleres,0,0,35.0,4.0,15.0,10.0,4.0,65.0,2.0,15.0,11.0,4.0,1.0,0.0,0.0,0.0,14.45,50.15,E
Campeonato 2022,11,Velez Sarsfield,Sarmiento,1,1,75.0,6.0,21.0,13.0,15.0,25.0,3.0,9.0,15.0,2.0,4.0,3.0,0.0,0.0,50.96,12.075,E
Campeonato 2022,12,Patronato,Argentinos Juniors,0,0,49.0,5.0,14.0,13.0,6.0,51.0,1.0,6.0,11.0,1.0,3.0,4.0,0.0,0.0,9.5,29.35,E
Campeonato 2022,13,Gimnasia y Esgrima La Plata,Aldosivi,0,0,49.0,2.0,10.0,9.0,5.0,51.0,3.0,8.0,15.0,8.0,1.0,3.0,0.0,0.0,18.025,11.825,E
Campeonato 2022,14,Atl Tucuman,Barracas Central,4,0,48.0,7.0,14.0,15.0,4.0,52.0,2.0,15.0,14.0,8.0,1.0,2.0,0.0,0.0,15.825,7.025,L
Campeonato 2022,1,Central Cordoba,Lanus,2,2,56.0,2.0,12.0,14.0,3.0,44.0,5.0,17.0,12.0,7.0,4.0,1.0,0.0,0.0,10.725,47.775,E
Campeonato 2022,2,Arsenal de Sarandi,Huracan,1,1,33.0,4.0,8.0,12.0,3.0,67.0,4.0,22.0,8.0,6.0,1.0,4.0,0.0,0.0,11.875,24.75,E
Campeonato 2022,3,San Lorenzo de Almagro,Rosario Central,1,1,54.0,2.0,7.0,21.0,6.0,46.0,3.0,6.0,16.0,3.0,4.0,4.0,0.0,0.0,30.95,23.9,E
Campeonato 2022,4,Newells,Godoy Cruz,1,2,37.0,2.0,7.0,13.0,1.0,63.0,5.0,19.0,12.0,3.0,2.0,2.0,1.0,0.0,32.275,25.2,V
Campeonato 2022,5,Banfield,Defensa y Justicia,1,2,54.0,8.0,21.0,14.0,5.0,46.0,3.0,8.0,10.0,1.0,1.0,1.0,0.0,1.0,29.85,40.2,V
Campeonato 2022,6,Talleres,Racing Club,1,1,42.0,2.0,8.0,15.0,7.0,58.0,6.0,16.0,7.0,7.0,4.0,1.0,0.0,0.0,50.15,62.375,E
Campeonato 2022,7,Argentinos Juniors,Platense,0,2,69.0,3.0,12.0,16.0,4.0,31.0,3.0,8.0,13.0,2.0,2.0,1.0,0.0,0.0,29.35,14.45,V
Campeonato 2022,8,Tigre,River Plate,1,1,47.0,2.0,12.0,15.0,4.0,53.0,2.0,9.0,9.0,2.0,2.0,0.0,1.0,0.0,19.85,142.6,E
Campeonato 2022,9,Barracas Central,Colon,1,0,49.0,3.0,18.0,13.0,5.0,51.0,1.0,7.0,16.0,1.0,3.0,5.0,0.0,0.0,7.025,43.575,L
Campeonato 2022,10,Sarmiento,Gimnasia y Esgrima La Plata,0,0,53.0,2.0,11.0,15.0,4.0,47.0,3.0,10.0,9.0,1.0,3.0,2.0,0.0,1.0,12.075,18.025,E
Campeonato 2022,11,Independiente,Velez Sarsfield,1,1,34.0,3.0,9.0,8.0,5.0,66.0,2.0,10.0,10.0,4.0,1.0,2.0,0.0,0.0,37.525,50.96,E
Campeonato 2022,12,Boca Juniors,Atl Tucuman,2,1,71.0,4.0,13.0,5.0,6.0,29.0,5.0,13.0,8.0,3.0,4.0,3.0,0.0,0.0,108.145,15.825,L
Campeonato 2022,13,Union,Aldosivi,0,0,46.0,2.0,12.0,14.0,9.0,54.0,1.0,6.0,16.0,3.0,2.0,4.0,0.0,0.0,19.525,11.825,E
Campeonato 2022,14,Estudiantes de La Plata,Patronato,1,0,45.0,3.0,11.0,8.0,2.0,55.0,1.0,17.0,10.0,6.0,1.0,1.0,0.0,0.0,44.7,9.5,L
Campeonato 2022,1,Huracan,Central Cordoba,2,0,58.0,5.0,14.0,15.0,8.0,42.0,1.0,3.0,14.0,0.0,3.0,7.0,0.0,2.0,24.75,10.725,L
Campeonato 2022,2,Lanus,Tigre,1,2,48.0,3.0,9.0,12.0,4.0,52.0,8.0,20.0,17.0,6.0,3.0,2.0,0.0,0.0,47.775,19.85,V
Campeonato 2022,3,Rosario Central,Talleres,1,0,42.0,6.0,8.0,18.0,2.0,58.0,1.0,11.0,10.0,6.0,3.0,4.0,0.0,0.0,23.9,50.15,L
Campeonato 2022,4,Velez Sarsfield,Newells,0,1,65.0,9.0,20.0,13.0,5.0,35.0,4.0,12.0,11.0,3.0,4.0,0.0,0.0,0.0,50.96,32.275,V
Campeonato 2022,5,Aldosivi,Sarmiento,1,2,63.0,3.0,15.0,10.0,6.0,37.0,3.0,9.0,13.0,6.0,2.0,3.0,0.0,0.0,11.825,12.075,V
Campeonato 2022,6,Racing Club,Argentinos Juniors,1,0,54.0,7.0,19.0,20.0,4.0,46.0,1.0,10.0,9.0,3.0,4.0,1.0,0.0,0.0,62.375,29.35,L
Campeonato 2022,7,Gimnasia y Esgrima La Plata,Independiente,3,1,39.0,6.0,18.0,14.0,5.0,61.0,3.0,9.0,11.0,7.0,3.0,3.0,0.0,0.0,18.025,37.525,L
Campeonato 2022,8,Platense,Estudiantes de La Plata,0,0,54.0,6.0,19.0,10.0,4.0,46.0,3.0,11.0,18.0,4.0,2.0,4.0,0.0,0.0,14.45,44.7,E
Campeonato 2022,9,Patronato,Union,0,0,52.0,3.0,8.0,16.0,3.0,48.0,8.0,20.0,6.0,5.0,1.0,2.0,0.0,0.0,9.5,19.525,E
Campeonato 2022,10,Colon,Boca Juniors,1,2,44.0,7.0,17.0,7.0,5.0,56.0,7.0,9.0,15.0,2.0,1.0,4.0,0.0,0.0,43.575,108.145,V
Campeonato 2022,11,River Plate,Barracas Central,2,0,66.0,4.0,15.0,17.0,11.0,34.0,0.0,9.0,9.0,3.0,7.0,3.0,1.0,0.0,142.6,7.025,L
Campeonato 2022,12,Defensa y Justicia,San Lorenzo de Almagro,0,0,55.0,2.0,10.0,18.0,4.0,45.0,3.0,10.0,5.0,7.0,4.0,0.0,0.0,0.0,40.2,30.95,E
Campeonato 2022,13,Godoy Cruz,Arsenal de Sarandi,1,0,41.0,1.0,7.0,13.0,0.0,59.0,3.0,19.0,9.0,10.0,2.0,1.0,0.0,0.0,25.2,11.875,L
Campeonato 2022,14,Atl Tucuman,Banfield,0,0,62.0,5.0,23.0,8.0,8.0,38.0,1.0,6.0,14.0,0.0,1.0,4.0,0.0,0.0,15.825,29.85,E
Campeonato 2022,1,Independiente,Aldosivi,3,0,41.0,7.0,19.0,17.0,3.0,59.0,1.0,5.0,10.0,2.0,1.0,3.0,0.0,0.0,37.525,11.825,L
Campeonato 2022,2,Argentinos Juniors,Rosario Central,2,1,50.0,6.0,16.0,10.0,6.0,50.0,4.0,12.0,15.0,4.0,4.0,1.0,0.0,0.0,29.35,23.9,L
Campeonato 2022,3,Union,Sarmiento,1,0,69.0,6.0,17.0,7.0,9.0,31.0,2.0,8.0,10.0,3.0,1.0,3.0,1.0,0.0,19.525,12.075,L
Campeonato 2022,4,Barracas Central,Lanus,2,0,42.0,4.0,6.0,11.0,1.0,58.0,4.0,14.0,7.0,7.0,3.0,4.0,0.0,0.0,7.025,47.775,L
Campeonato 2022,5,Patronato,Platense,1,0,44.0,2.0,11.0,22.0,9.0,56.0,4.0,9.0,12.0,4.0,4.0,5.0,1.0,1.0,9.5,14.45,L
Campeonato 2022,6,Estudiantes de La Plata,Racing Club,1,0,39.0,3.0,16.0,14.0,6.0,61.0,0.0,7.0,12.0,2.0,3.0,4.0,0.0,2.0,44.7,62.375,L
Campeonato 2022,7,Tigre,Huracan,1,1,43.0,3.0,14.0,10.0,7.0,57.0,3.0,9.0,11.0,7.0,1.0,3.0,1.0,0.0,19.85,24.75,E
Campeonato 2022,8,Central Cordoba,Godoy Cruz,3,0,42.0,9.0,20.0,14.0,8.0,58.0,3.0,14.0,9.0,6.0,2.0,2.0,0.0,0.0,10.725,25.2,L
Campeonato 2022,9,San Lorenzo de Almagro,Atl Tucuman,1,1,50.0,5.0,17.0,15.0,4.0,50.0,2.0,5.0,12.0,2.0,2.0,3.0,0.0,0.0,30.95,15.825,E
Campeonato 2022,10,Banfield,Colon,2,1,56.0,8.0,25.0,11.0,4.0,44.0,4.0,11.0,12.0,8.0,0.0,4.0,0.0,1.0,29.85,43.575,L
Campeonato 2022,11,Newells,Gimnasia y Esgrima La Plata,2,0,46.0,5.0,15.0,19.0,3.0,54.0,5.0,20.0,8.0,5.0,3.0,2.0,0.0,0.0,32.275,18.025,L
Campeonato 2022,12,Arsenal de Sarandi,Velez Sarsfield,2,2,38.0,8.0,18.0,8.0,4.0,62.0,4.0,9.0,13.0,3.0,3.0,3.0,0.0,0.0,11.875,50.96,E
Campeonato 2022,13,Boca Juniors,River Plate,1,0,38.0,2.0,10.0,21.0,4.0,62.0,2.0,10.0,11.0,3.0,6.0,5.0,1.0,0.0,108.145,142.6,L
Campeonato 2022,14,Talleres,Defensa y Justicia,1,0,48.0,7.0,15.0,13.0,4.0,52.0,2.0,9.0,8.0,5.0,1.0,4.0,0.0,0.0,50.15,40.2,L
Campeonato 2022,1,Sarmiento,Independiente,1,2,42.0,2.0,9.0,5.0,3.0,58.0,4.0,15.0,10.0,10.0,1.0,3.0,0.0,0.0,12.075,37.525,V
Campeonato 2022,2,Huracan,Barracas Central,1,1,62.0,7.0,17.0,16.0,6.0,38.0,2.0,8.0,15.0,5.0,3.0,3.0,0.0,0.0,24.75,7.025,E
Campeonato 2022,3,Godoy Cruz,Tigre,1,1,52.0,4.0,20.0,10.0,8.0,48.0,3.0,8.0,10.0,3.0,3.0,3.0,0.0,0.0,25.2,19.85,E
Campeonato 2022,4,Racing Club,Patronato,1,0,58.0,5.0,12.0,9.0,10.0,42.0,7.0,19.0,22.0,6.0,2.0,2.0,0.0,0.0,62.375,9.5,L
Campeonato 2022,5,Platense,Union,1,0,45.0,3.0,9.0,11.0,5.0,55.0,4.0,9.0,17.0,12.0,2.0,4.0,0.0,0.0,14.45,19.525,L
Campeonato 2022,6,Aldosivi,Newells,1,2,65.0,3.0,17.0,13.0,7.0,35.0,4.0,14.0,18.0,3.0,4.0,1.0,0.0,0.0,11.825,32.275,V
Campeonato 2022,7,Colon,San Lorenzo de Almagro,0,0,51.0,3.0,9.0,15.0,2.0,49.0,3.0,11.0,18.0,3.0,1.0,1.0,0.0,0.0,43.575,30.95,E
Campeonato 2022,8,River Plate,Banfield,1,2,71.0,8.0,23.0,4.0,15.0,29.0,4.0,10.0,14.0,2.0,1.0,3.0,0.0,0.0,142.6,29.85,V
Campeonato 2022,9,Lanus,Boca Juniors,0,1,37.0,4.0,14.0,14.0,5.0,63.0,2.0,5.0,15.0,3.0,1.0,5.0,0.0,0.0,47.775,108.145,V
Campeonato 2022,10,Defensa y Justicia,Argentinos Juniors,2,1,46.0,5.0,12.0,7.0,3.0,54.0,2.0,10.0,15.0,5.0,1.0,3.0,0.0,0.0,40.2,29.35,L
Campeonato 2022,11,Rosario Central,Estudiantes de La Plata,1,1,63.0,3.0,18.0,9.0,10.0,37.0,3.0,12.0,10.0,6.0,2.0,3.0,0.0,0.0,23.9,44.7,E
Campeonato 2022,12,Gimnasia y Esgrima La Plata,Arsenal de Sarandi,2,0,52.0,8.0,15.0,8.0,4.0,48.0,3.0,11.0,14.0,5.0,1.0,4.0,0.0,0.0,18.025,11.875,L
Campeonato 2022,13,Atl Tucuman,Talleres,1,1,54.0,6.0,16.0,13.0,8.0,46.0,3.0,14.0,16.0,3.0,3.0,3.0,0.0,0.0,15.825,50.15,E
Campeonato 2022,14,Velez Sarsfield,Central Cordoba,3,1,59.0,3.0,9.0,10.0,0.0,41.0,3.0,12.0,7.0,6.0,3.0,0.0,0.0,0.0,50.96,10.725,L
Campeonato 2022,1,Barracas Central,Godoy Cruz,3,1,45.0,11.0,18.0,10.0,10.0,55.0,5.0,15.0,16.0,8.0,1.0,1.0,0.0,0.0,7.025,25.2,L
Campeonato 2022,2,Newells,Sarmiento,0,1,62.0,6.0,19.0,12.0,9.0,38.0,2.0,6.0,14.0,3.0,2.0,3.0,0.0,0.0,32.275,12.075,V
Campeonato 2022,3,Tigre,Velez Sarsfield,2,0,43.0,5.0,16.0,12.0,4.0,57.0,2.0,8.0,15.0,0.0,3.0,3.0,0.0,1.0,19.85,50.96,L
Campeonato 2022,4,San Lorenzo de Almagro,River Plate,0,1,43.0,2.0,10.0,16.0,6.0,57.0,2.0,11.0,7.0,6.0,4.0,6.0,0.0,1.0,30.95,142.6,V
Campeonato 2022,5,Banfield,Lanus,1,2,60.0,2.0,7.0,18.0,1.0,40.0,5.0,12.0,9.0,6.0,8.0,7.0,1.0,0.0,29.85,47.775,V
Campeonato 2022,6,Platense,Racing Club,0,1,38.0,3.0,11.0,21.0,4.0,62.0,3.0,8.0,14.0,1.0,5.0,3.0,0.0,2.0,14.45,62.375,V
Campeonato 2022,7,Talleres,Colon,2,0,52.0,3.0,11.0,12.0,4.0,48.0,4.0,16.0,9.0,6.0,1.0,3.0,0.0,0.0,50.15,43.575,L
Campeonato 2022,8,Arsenal de Sarandi,Aldosivi,3,0,57.0,8.0,20.0,11.0,2.0,43.0,2.0,9.0,15.0,2.0,1.0,4.0,0.0,1.0,11.875,11.825,L
Campeonato 2022,9,Boca Juniors,Huracan,0,0,57.0,2.0,9.0,16.0,1.0,43.0,1.0,6.0,18.0,3.0,5.0,4.0,0.0,0.0,108.145,24.75,E
Campeonato 2022,10,Union,Independiente,0,1,63.0,3.0,13.0,12.0,5.0,37.0,4.0,9.0,17.0,3.0,2.0,2.0,0.0,0.0,19.525,37.525,V
Campeonato 2022,11,Argentinos Juniors,Atl Tucuman,1,2,67.0,4.0,19.0,16.0,8.0,33.0,2.0,5.0,10.0,3.0,3.0,6.0,0.0,1.0,29.35,15.825,V
Campeonato 2022,12,Estudiantes de La Plata,Defensa y Justicia,1,2,57.0,8.0,25.0,9.0,12.0,43.0,3.0,8.0,15.0,2.0,1.0,4.0,0.0,1.0,44.7,40.2,V
Campeonato 2022,13,Patronato,Rosario Central,0,0,59.0,4.0,9.0,15.0,7.0,41.0,3.0,14.0,12.0,4.0,3.0,4.0,0.0,0.0,9.5,23.9,E
Campeonato 2022,14,Central Cordoba,Gimnasia y Esgrima La Plata,1,0,57.0,1.0,11.0,12.0,4.0,43.0,2.0,11.0,7.0,7.0,2.0,2.0,0.0,0.0,10.725,18.025,L
Campeonato 2022,1,Godoy Cruz,Boca Juniors,0,1,50.0,3.0,13.0,8.0,1.0,50.0,3.0,15.0,14.0,8.0,3.0,5.0,0.0,0.0,25.2,108.145,V
Campeonato 2022,2,Huracan,Banfield,3,1,50.0,10.0,19.0,11.0,5.0,50.0,2.0,10.0,12.0,6.0,4.0,3.0,0.0,0.0,24.75,29.85,L
